Zone,Hour,DayType,DayOfWeek,Weather,Temperature,Humidity,Demand
Junwani,10,Weekday,3,Fog,14,37,32.2
Kohka,15,Weekend,6,Clear,33,61,26.2
Sector 4,9,Weekday,0,Clear,42,59,39.0
Sector 2,21,Weekday,4,Cloudy,25,51,35.5
Padmanabhpur,9,Weekday,2,Heavy Rain,40,80,75.3
Sector 7,9,Weekday,1,Rain,20,88,57.5
Padmanabhpur,3,Weekday,4,Cloudy,22,79,3.7
Padmanabhpur,3,Weekend,6,Thunderstorm,35,59,3.5
Smriti Nagar,16,Weekend,6,Fog,15,68,27.4
Sector 7,14,Weekday,0,Rain,38,36,42.9
Sector 10,19,Weekend,5,Clear,40,88,41.5
Sector 7,6,Weekend,6,Clear,32,36,27.4
Junwani,9,Weekday,2,Clear,23,34,46.2
Sector 2,23,Weekday,1,Fog,18,94,14.3
Sector 7,6,Weekday,0,Thunderstorm,23,45,40.4
Power House,20,Weekday,4,Rain,25,51,49.9
Sector 10,0,Weekday,2,Thunderstorm,22,70,6.0
Civic Center,8,Weekend,6,Clear,32,36,62.7
Supela,18,Weekday,1,Thunderstorm,31,75,113.6
Bhilai 3,21,Weekend,5,Thunderstorm,37,81,48.3
Bhilai 3,21,Weekend,5,Fog,20,95,27.6
Nehru Nagar,18,Weekday,4,Fog,13,63,55.8
Sector 5,2,Weekday,3,Heavy Rain,30,71,5.1
Sector 2,3,Weekday,0,Thunderstorm,23,45,4.7
Smriti Nagar,10,Weekday,1,Rain,20,88,43.2
Sector 8,3,Weekday,2,Heavy Rain,31,77,3.0
Power House,8,Weekday,0,Clear,42,59,50.0
Sector 10,14,Weekend,5,Cloudy,32,36,23.4
Sector 4,12,Weekday,4,Rain,35,62,44.7
Sector 6,16,Weekday,3,Rain,35,36,47.5
Sector 10,2,Weekday,4,Rain,30,76,4.1
Power House,10,Weekend,5,Thunderstorm,31,37,48.1
Sector 7,3,Weekday,0,Clear,32,74,3.7
Sector 2,6,Weekday,3,Cloudy,31,64,29.2
Sector 5,16,Weekend,5,Rain,24,59,31.7
Durg Station,20,Weekday,2,Thunderstorm,22,70,78.9
Durg Station,1,Weekday,2,Cloudy,34,48,7.9
Nehru Nagar,0,Weekend,6,Rain,21,85,10.4
Sector 3,15,Weekend,5,Cloudy,32,83,27.3
Sector 10,19,Weekday,3,Cloudy,25,85,29.5
Sector 5,19,Weekday,0,Clear,41,37,48.0
Bhilai 3,17,Weekday,4,Clear,27,52,48.5
Padmanabhpur,0,Weekday,0,Cloudy,20,62,8.9
Junwani,22,Weekday,3,Fog,14,37,19.4
Sector 3,0,Weekend,5,Fog,15,76,4.7
Smriti Nagar,5,Weekend,5,Cloudy,34,42,11.2
Sector 9,22,Weekend,5,Cloudy,34,42,19.6
Sector 2,11,Weekend,5,Cloudy,32,83,27.7
Sector 7,11,Weekday,3,Cloudy,31,64,44.8
Nehru Nagar,19,Weekday,0,Heavy Rain,20,62,102.8
Sector 3,2,Weekend,6,Thunderstorm,21,85,5.5
Sector 9,21,Weekday,0,Clear,42,59,26.2
Civic Center,7,Weekend,5,Rain,24,59,53.0
Sector 4,15,Weekday,1,Clear,21,52,28.9
Power House,18,Weekday,4,Clear,41,45,51.5
Bhilai 3,7,Weekday,1,Thunderstorm,35,71,69.2
Sector 1,3,Weekend,5,Thunderstorm,31,37,4.5
Sector 5,14,Weekday,3,Fog,25,85,21.0
Sector 10,18,Weekday,2,Clear,36,47,40.3
Nehru Nagar,17,Weekend,5,Thunderstorm,37,81,99.2
Sector 4,13,Weekday,1,Rain,28,43,41.7
Civic Center,19,Weekday,4,Clear,31,48,59.5
Sector 7,23,Weekday,1,Rain,20,88,19.5
Bhilai 3,17,Weekend,6,Clear,23,87,83.7
Sector 4,19,Weekend,6,Cloudy,41,89,60.4
Kohka,2,Weekday,0,Clear,42,59,3.8
Bhilai 3,4,Weekday,3,Cloudy,25,85,4.7
Sector 9,23,Weekend,6,Heavy Rain,23,87,12.9
Padmanabhpur,1,Weekend,6,Heavy Rain,32,36,8.0
Junwani,17,Weekend,5,Fog,15,76,42.8
Sector 4,3,Weekday,0,Rain,38,36,3.3
Power House,15,Weekend,6,Rain,23,84,39.1
Sector 5,1,Weekday,0,Fog,13,59,3.8
Smriti Nagar,2,Weekend,5,Cloudy,32,36,3.9
Kohka,11,Weekend,6,Clear,32,36,18.4
Kohka,1,Weekend,6,Cloudy,41,89,3.6
Sector 8,5,Weekday,0,Thunderstorm,40,43,15.9
Sector 3,9,Weekday,0,Fog,20,31,49.0
Durg Station,5,Weekday,2,Clear,36,47,16.8
Sector 2,8,Weekday,4,Fog,13,63,55.5
Sector 6,21,Weekend,5,Fog,20,95,25.0
Bhilai 3,21,Weekday,0,Cloudy,23,45,33.6
Sector 9,20,Weekday,1,Cloudy,24,45,42.7
Supela,13,Weekday,3,Rain,20,79,56.2
Sector 8,22,Weekday,1,Heavy Rain,31,75,28.4
Sector 10,8,Weekday,0,Thunderstorm,31,66,58.2
Civic Center,19,Weekend,5,Cloudy,34,42,86.7
Sector 4,0,Weekend,6,Rain,21,31,6.2
Sector 5,6,Weekend,6,Heavy Rain,38,39,20.6
Padmanabhpur,6,Weekday,1,Cloudy,35,50,28.1
Sector 2,1,Weekend,6,Rain,23,84,4.9
Padmanabhpur,8,Weekday,0,Clear,42,59,62.6
Supela,6,Weekend,5,Clear,40,88,28.3
Nehru Nagar,7,Weekday,0,Rain,38,36,57.8
Sector 10,18,Weekday,4,Thunderstorm,27,61,81.7
Padmanabhpur,21,Weekday,2,Cloudy,34,48,27.4
Padmanabhpur,11,Weekday,3,Rain,35,36,50.6
Sector 9,3,Weekday,4,Clear,31,48,3.0
Sector 7,17,Weekend,5,Fog,20,95,61.5
Bhilai 3,17,Weekday,3,Rain,31,46,79.0
Junwani,15,Weekday,4,Clear,38,35,31.1
Padmanabhpur,6,Weekday,2,Thunderstorm,40,80,33.7
Kohka,0,Weekend,6,Clear,32,36,5.3
Kohka,3,Weekend,6,Cloudy,41,89,2.5
Sector 9,16,Weekday,3,Rain,36,69,48.6
Bhilai 3,7,Weekend,6,Cloudy,19,52,35.5
Sector 6,19,Weekend,6,Rain,21,85,67.4
Sector 9,5,Weekday,2,Heavy Rain,40,42,12.7
Sector 7,14,Weekday,0,Thunderstorm,40,43,61.9
Sector 9,3,Weekday,3,Fog,14,37,2.5
Kohka,18,Weekday,4,Rain,31,82,75.0
Junwani,15,Weekday,2,Clear,31,77,36.8
Sector 8,5,Weekday,1,Fog,22,42,7.9
Sector 7,0,Weekday,3,Thunderstorm,35,66,14.5
Sector 3,11,Weekend,5,Cloudy,34,42,25.1
Sector 9,3,Weekday,2,Clear,23,34,2.4
Durg Station,2,Weekday,2,Cloudy,36,95,5.6
Junwani,23,Weekday,3,Rain,37,83,15.7
Kohka,7,Weekend,6,Cloudy,41,89,21.6
Sector 1,21,Weekday,2,Clear,20,34,33.7
Sector 6,19,Weekday,4,Clear,35,62,45.3
Supela,6,Weekday,0,Fog,13,59,29.0
Sector 5,21,Weekday,4,Clear,38,35,26.1
Sector 5,18,Weekday,1,Cloudy,38,47,45.8
Sector 4,1,Weekday,0,Clear,32,74,4.2
Kohka,14,Weekday,0,Fog,13,59,22.9
Durg Station,13,Weekday,2,Rain,42,93,72.5
Junwani,18,Weekday,3,Clear,25,85,60.4
Nehru Nagar,20,Weekday,1,Cloudy,32,44,46.5
Civic Center,9,Weekday,2,Thunderstorm,22,70,114.4
Sector 3,8,Weekday,4,Thunderstorm,41,45,101.9
Smriti Nagar,16,Weekday,3,Heavy Rain,30,71,59.3
Kohka,8,Weekend,5,Clear,40,88,37.4
Sector 10,0,Weekday,0,Cloudy,31,66,5.8
Padmanabhpur,20,Weekday,3,Thunderstorm,37,70,69.5
Power House,18,Weekday,1,Fog,21,52,45.5
Durg Station,6,Weekend,5,Fog,20,95,24.5
Sector 8,1,Weekend,5,Clear,27,74,3.8
Sector 2,8,Weekday,3,Thunderstorm,30,71,82.6
Sector 3,15,Weekend,6,Fog,19,52,27.5
Power House,1,Weekend,5,Thunderstorm,37,81,4.7
Smriti Nagar,6,Weekday,4,Rain,31,82,29.0
Sector 3,16,Weekend,5,Rain,36,41,42.5
Padmanabhpur,13,Weekend,6,Cloudy,41,89,34.8
Sector 1,23,Weekday,0,Rain,33,85,21.3
Sector 9,1,Weekday,1,Clear,21,52,4.4
Sector 6,1,Weekday,2,Clear,40,42,5.6
Sector 3,4,Weekday,4,Rain,34,60,5.0
Sector 4,13,Weekday,0,Cloudy,20,62,33.8
Sector 5,13,Weekend,5,Cloudy,35,52,28.4
Sector 5,20,Weekday,0,Thunderstorm,40,43,58.6
Civic Center,0,Weekday,4,Rain,34,60,14.4
Power House,2,Weekend,6,Clear,33,61,3.6
Sector 9,22,Weekday,1,Cloudy,24,45,17.5
Junwani,13,Weekday,2,Thunderstorm,40,80,50.7
Sector 6,21,Weekday,4,Clear,27,52,30.4
Sector 7,0,Weekday,0,Heavy Rain,25,70,13.6
Supela,20,Weekday,3,Fog,14,37,42.3
Sector 10,21,Weekend,5,Thunderstorm,37,81,42.5
Nehru Nagar,3,Weekday,0,Rain,38,36,5.1
Sector 6,17,Weekday,1,Clear,34,91,64.4
Nehru Nagar,17,Weekday,1,Cloudy,32,44,78.4
Junwani,5,Weekend,5,Clear,27,74,8.7
Sector 6,12,Weekend,6,Thunderstorm,23,87,59.4
Smriti Nagar,14,Weekday,1,Cloudy,38,47,35.3
Smriti Nagar,19,Weekend,5,Cloudy,34,42,63.0
Bhilai 3,6,Weekend,5,Rain,36,41,29.8
Sector 5,19,Weekday,3,Clear,14,37,35.7
Sector 9,19,Weekday,2,Clear,36,47,33.2
Padmanabhpur,1,Weekday,2,Clear,21,66,5.1
Padmanabhpur,18,Weekday,3,Rain,36,69,80.4
Nehru Nagar,21,Weekday,0,Cloudy,20,62,37.5
Supela,18,Weekday,0,Heavy Rain,30,67,126.5
Sector 3,1,Weekend,5,Cloudy,32,36,3.9
Durg Station,1,Weekday,3,Fog,31,64,7.5
Durg Station,16,Weekday,2,Clear,23,34,60.7
Sector 8,20,Weekday,2,Rain,40,42,51.9
Power House,15,Weekday,3,Cloudy,31,64,37.2
Civic Center,6,Weekend,5,Cloudy,32,83,29.4
Sector 4,14,Weekday,0,Rain,38,36,33.5
Power House,17,Weekend,6,Fog,15,68,53.1
Padmanabhpur,20,Weekend,5,Thunderstorm,31,37,87.3
Sector 2,2,Weekend,6,Rain,41,89,4.3
Power House,11,Weekend,5,Thunderstorm,37,81,41.0
Nehru Nagar,19,Weekday,2,Rain,34,82,60.1
Bhilai 3,21,Weekday,2,Clear,21,66,31.0
Nehru Nagar,18,Weekday,4,Rain,34,60,91.2
Smriti Nagar,12,Weekend,5,Cloudy,34,42,37.8
Civic Center,16,Weekday,2,Cloudy,36,95,60.0
Supela,11,Weekday,2,Clear,21,66,42.1
Sector 7,0,Weekday,0,Clear,32,74,9.0
Sector 3,1,Weekday,3,Rain,35,36,7.0
Sector 1,19,Weekday,4,Clear,35,62,57.1
Supela,3,Weekday,2,Clear,36,47,4.3
Nehru Nagar,14,Weekday,4,Clear,25,51,42.8
Sector 10,22,Weekday,1,Clear,34,91,15.2
Bhilai 3,9,Weekend,5,Clear,30,67,46.5
Padmanabhpur,9,Weekday,2,Cloudy,36,95,46.2
Sector 9,8,Weekday,2,Thunderstorm,22,70,78.9
Kohka,12,Weekday,1,Rain,28,43,37.5
Sector 10,17,Weekday,4,Fog,13,63,38.4
Power House,19,Weekday,3,Rain,20,79,66.6
Durg Station,16,Weekend,6,Clear,38,39,46.1
Sector 3,2,Weekday,3,Thunderstorm,35,66,5.9
Sector 8,10,Weekday,2,Thunderstorm,22,70,55.2
Power House,6,Weekday,3,Heavy Rain,35,66,34.1
Sector 8,8,Weekday,3,Cloudy,31,64,43.5
Nehru Nagar,18,Weekday,0,Rain,38,36,87.5
Sector 2,5,Weekday,3,Cloudy,31,64,10.0
Smriti Nagar,6,Weekend,5,Fog,15,76,17.6
Sector 5,7,Weekday,3,Rain,39,85,49.9
Durg Station,8,Weekday,3,Cloudy,25,85,83.6
Supela,8,Weekday,4,Cloudy,22,79,94.9
Sector 7,23,Weekday,1,Clear,34,91,13.2
Civic Center,10,Weekday,0,Heavy Rain,25,70,77.3
Power House,14,Weekend,6,Clear,23,87,26.6
Sector 6,18,Weekday,3,Clear,25,85,61.0
Sector 5,0,Weekend,6,Rain,21,85,6.6
Civic Center,18,Weekday,2,Clear,31,77,66.6
Kohka,13,Weekday,0,Cloudy,20,62,28.5
Padmanabhpur,8,Weekday,2,Thunderstorm,22,70,88.5
Nehru Nagar,17,Weekday,2,Clear,27,64,60.6
Sector 5,11,Weekend,5,Fog,15,76,22.7
Sector 1,23,Weekend,6,Clear,33,61,12.8
Sector 3,20,Weekend,5,Thunderstorm,31,37,69.4
Sector 5,20,Weekday,0,Heavy Rain,30,67,46.4
Kohka,13,Weekend,5,Thunderstorm,37,81,45.7
Padmanabhpur,7,Weekday,3,Thunderstorm,37,70,54.7
Sector 10,3,Weekday,0,Clear,32,74,2.7
Bhilai 3,13,Weekday,4,Rain,27,61,49.0
Bhilai 3,2,Weekday,2,Thunderstorm,22,70,7.3
Supela,15,Weekend,6,Cloudy,39,74,36.6
Supela,12,Weekday,0,Heavy Rain,25,70,78.7
Supela,22,Weekday,0,Clear,13,59,28.8
Sector 9,20,Weekend,5,Fog,37,81,30.9
Nehru Nagar,14,Weekday,3,Rain,35,36,52.9
Sector 10,6,Weekend,6,Fog,39,74,14.9
Sector 8,14,Weekday,1,Cloudy,38,47,29.8
Smriti Nagar,12,Weekday,2,Thunderstorm,36,47,67.9
Durg Station,20,Weekday,2,Clear,21,66,59.7
Sector 5,10,Weekday,0,Cloudy,20,62,27.9
Sector 2,10,Weekday,3,Heavy Rain,30,71,53.5
Sector 5,10,Weekend,6,Rain,32,36,33.3
Bhilai 3,14,Weekday,2,Clear,27,64,33.6
Smriti Nagar,17,Weekend,6,Cloudy,39,74,65.1
Civic Center,3,Weekday,0,Clear,42,59,4.8
Sector 9,9,Weekend,6,Clear,23,87,30.0
Nehru Nagar,6,Weekday,3,Rain,20,79,37.5
Sector 2,3,Weekend,6,Heavy Rain,38,39,3.3
Civic Center,19,Weekday,0,Fog,13,59,54.5
Supela,18,Weekday,0,Cloudy,20,62,68.1
Nehru Nagar,10,Weekday,2,Clear,36,47,43.8
Supela,10,Weekend,5,Thunderstorm,31,37,58.6
Sector 5,17,Weekday,3,Thunderstorm,37,70,65.3
Junwani,18,Weekday,2,Rain,40,42,76.6
Sector 10,23,Weekend,6,Fog,19,52,7.9
Supela,7,Weekday,4,Fog,13,63,47.1
Smriti Nagar,20,Weekend,6,Clear,32,36,47.2
Sector 8,4,Weekday,4,Clear,41,45,2.5
Sector 9,5,Weekend,5,Rain,36,41,11.1
Sector 1,6,Weekday,2,Cloudy,36,95,29.0
Bhilai 3,15,Weekday,3,Rain,39,85,40.5
Civic Center,22,Weekday,0,Clear,32,74,32.9
Supela,19,Weekday,4,Clear,31,48,58.6
Kohka,0,Weekday,3,Rain,20,79,8.6
Smriti Nagar,21,Weekday,3,Cloudy,31,64,30.1
Sector 2,12,Weekday,0,Clear,30,67,30.0
Sector 8,22,Weekend,5,Cloudy,35,52,21.9
Sector 2,13,Weekday,1,Cloudy,23,49,42.1
Sector 9,4,Weekday,3,Thunderstorm,35,66,6.3
Nehru Nagar,12,Weekday,4,Cloudy,25,51,48.4
Sector 1,11,Weekday,3,Fog,36,69,31.5
Civic Center,11,Weekday,4,Rain,35,62,68.7
Bhilai 3,3,Weekday,4,Rain,35,62,4.9
Smriti Nagar,17,Weekday,2,Cloudy,36,95,74.1
Durg Station,15,Weekday,4,Clear,41,45,39.6
Sector 1,13,Weekday,3,Fog,14,37,33.1
Junwani,17,Weekend,6,Rain,21,31,73.8
Supela,18,Weekday,2,Rain,40,42,108.2
Smriti Nagar,2,Weekday,3,Rain,20,79,5.6
Sector 9,15,Weekday,3,Rain,31,46,41.0
Sector 4,11,Weekday,3,Rain,39,85,45.7
Nehru Nagar,4,Weekday,0,Heavy Rain,30,67,7.5
Sector 8,23,Weekday,4,Fog,13,63,8.8
Sector 3,18,Weekday,3,Rain,31,46,74.8
Bhilai 3,0,Weekday,2,Clear,27,64,8.9
Junwani,12,Weekday,1,Cloudy,24,45,43.5
Sector 7,6,Weekday,2,Rain,21,66,36.8
Sector 6,1,Weekday,4,Rain,34,60,8.1
Sector 9,6,Weekday,0,Thunderstorm,23,45,33.2
Sector 6,9,Weekday,2,Heavy Rain,40,80,72.5
Sector 9,6,Weekday,0,Cloudy,20,62,19.8
Junwani,12,Weekend,6,Rain,21,31,42.4
Kohka,19,Weekend,6,Cloudy,41,89,46.3
Kohka,16,Weekday,0,Rain,25,70,46.6
Junwani,23,Weekend,6,Clear,32,36,12.4
Sector 9,1,Weekday,0,Rain,33,85,5.4
Sector 8,14,Weekend,6,Thunderstorm,33,61,37.7
Supela,21,Weekday,2,Thunderstorm,40,80,60.9
Sector 5,16,Weekday,0,Heavy Rain,30,67,43.3
Power House,21,Weekend,6,Clear,33,61,34.5
Durg Station,15,Weekday,1,Clear,34,91,54.6
Civic Center,8,Weekday,3,Fog,14,37,61.3
Nehru Nagar,21,Weekday,0,Cloudy,41,37,37.6
Sector 9,13,Weekday,4,Rain,35,62,39.1
Junwani,4,Weekday,3,Rain,14,37,5.8
Civic Center,8,Weekday,2,Fog,34,82,79.0
Sector 5,6,Weekend,5,Thunderstorm,37,81,29.7
Sector 9,23,Weekend,5,Fog,15,76,8.6
Nehru Nagar,16,Weekday,0,Fog,20,31,48.1
Padmanabhpur,22,Weekday,4,Clear,25,42,22.9
Smriti Nagar,7,Weekend,6,Heavy Rain,35,59,44.6
Sector 10,3,Weekday,1,Cloudy,38,47,2.6
Sector 5,6,Weekday,0,Clear,32,74,20.1
Supela,15,Weekday,3,Cloudy,31,64,47.2
Sector 7,2,Weekend,5,Thunderstorm,37,81,7.8
Supela,5,Weekend,5,Thunderstorm,31,37,14.5
Padmanabhpur,22,Weekday,1,Cloudy,35,50,24.8
Sector 8,22,Weekend,5,Clear,30,67,19.6
Civic Center,16,Weekday,0,Clear,20,62,61.9
Nehru Nagar,9,Weekday,3,Rain,35,36,74.4
Civic Center,15,Weekend,5,Fog,15,76,30.9
Sector 4,6,Weekday,0,Heavy Rain,30,67,32.0
Sector 5,0,Weekday,2,Clear,23,34,6.2
Kohka,17,Weekday,4,Thunderstorm,27,61,63.1
Sector 3,17,Weekday,2,Cloudy,40,42,60.0
Nehru Nagar,12,Weekday,3,Fog,14,37,37.6
Sector 8,13,Weekday,0,Rain,20,31,44.9
Sector 7,9,Weekday,0,Clear,32,74,52.1
Padmanabhpur,17,Weekday,2,Clear,20,34,59.5
Sector 3,2,Weekend,6,Heavy Rain,38,39,5.5
Sector 6,5,Weekday,3,Rain,31,46,13.4
Junwani,20,Weekend,5,Rain,24,59,57.5
Civic Center,11,Weekday,0,Heavy Rain,30,67,84.1
Sector 5,14,Weekend,5,Thunderstorm,37,81,36.3
Padmanabhpur,2,Weekday,2,Rain,34,82,7.5
Sector 7,10,Weekend,6,Rain,23,84,48.4
Sector 6,8,Weekday,0,Fog,13,59,39.4
Sector 10,4,Weekday,4,Rain,31,82,4.4
Sector 3,10,Weekday,1,Fog,18,94,24.5
Sector 10,9,Weekday,3,Cloudy,25,85,36.9
Supela,19,Weekend,6,Clear,23,87,75.7
Sector 4,10,Weekday,0,Heavy Rain,25,70,55.7
Sector 6,17,Weekend,5,Cloudy,32,83,67.4
Kohka,23,Weekday,3,Cloudy,31,64,11.7
Power House,16,Weekday,0,Cloudy,31,66,41.1
Sector 7,0,Weekday,1,Fog,22,42,7.5
Sector 5,22,Weekday,1,Clear,21,52,17.3
Sector 7,7,Weekday,3,Cloudy,31,64,52.7
Bhilai 3,17,Weekday,4,Thunderstorm,27,61,106.8
Supela,17,Weekday,4,Rain,30,76,120.0
Bhilai 3,3,Weekday,4,Clear,38,35,3.7
Sector 8,14,Weekend,6,Fog,19,52,20.1
Padmanabhpur,11,Weekday,3,Rain,39,85,38.5
Sector 8,14,Weekday,1,Heavy Rain,31,75,43.4
Supela,22,Weekday,0,Heavy Rain,40,43,34.3
Sector 9,19,Weekday,1,Rain,20,88,49.4
Smriti Nagar,13,Weekday,3,Rain,39,85,41.6
Nehru Nagar,7,Weekday,4,Rain,35,62,49.7
Sector 10,15,Weekend,6,Thunderstorm,35,59,29.9
Sector 1,16,Weekday,4,Clear,27,52,62.2
Padmanabhpur,1,Weekday,0,Cloudy,41,37,5.3
Sector 6,6,Weekday,2,Clear,36,47,26.2
Sector 7,22,Weekend,6,Clear,23,87,34.2
Nehru Nagar,23,Weekend,5,Fog,15,76,11.2
Sector 4,4,Weekday,0,Thunderstorm,23,45,5.0
Supela,23,Weekday,4,Rain,30,76,20.2
Sector 6,6,Weekday,4,Rain,35,62,35.4
Sector 9,22,Weekday,4,Fog,13,63,16.8
Sector 8,22,Weekday,0,Heavy Rain,40,43,27.5
Kohka,16,Weekday,4,Clear,38,35,30.1
Sector 10,13,Weekend,6,Rain,21,31,39.5
Bhilai 3,4,Weekday,3,Thunderstorm,35,66,7.9
Sector 5,13,Weekday,3,Cloudy,25,85,31.7
Nehru Nagar,6,Weekend,5,Cloudy,34,42,23.2
Sector 6,2,Weekday,1,Fog,22,42,3.0
Kohka,13,Weekday,4,Clear,31,48,32.3
Padmanabhpur,11,Weekday,1,Cloudy,35,50,29.4
Sector 7,23,Weekday,1,Thunderstorm,35,71,21.3
Power House,22,Weekday,1,Thunderstorm,35,71,33.0
Sector 10,10,Weekend,6,Thunderstorm,35,59,46.1
Smriti Nagar,16,Weekday,1,Fog,22,42,35.3
Sector 8,3,Weekend,5,Clear,27,74,2.6
Sector 7,7,Weekday,1,Fog,18,94,36.8
Sector 8,20,Weekend,5,Fog,20,95,27.9
Supela,13,Weekday,0,Heavy Rain,30,67,73.0
Smriti Nagar,19,Weekday,4,Cloudy,25,51,46.3
Sector 1,9,Weekday,2,Clear,36,47,50.2
Sector 5,9,Weekday,1,Rain,20,88,50.0
Civic Center,8,Weekday,3,Thunderstorm,37,70,112.6
Smriti Nagar,11,Weekend,6,Rain,21,31,28.8
Sector 8,14,Weekend,5,Fog,20,95,21.6
Sector 10,1,Weekend,5,Clear,30,67,3.4
Bhilai 3,22,Weekday,1,Fog,22,42,17.4
Sector 6,20,Weekday,1,Cloudy,24,45,42.8
Sector 8,21,Weekday,1,Rain,28,43,44.0
Sector 2,22,Weekday,3,Fog,14,37,18.9
Padmanabhpur,3,Weekday,3,Fog,14,37,2.7
Sector 8,19,Weekday,3,Cloudy,25,85,45.8
Supela,10,Weekday,4,Clear,25,42,54.3
Sector 9,10,Weekend,6,Clear,23,87,25.9
Durg Station,17,Weekday,4,Clear,41,45,70.4
Padmanabhpur,13,Weekday,3,Cloudy,31,64,33.3
Padmanabhpur,12,Weekday,2,Rain,34,82,55.7
Durg Station,0,Weekday,0,Cloudy,41,37,12.2
Sector 3,1,Weekday,0,Clear,32,74,4.6
Bhilai 3,13,Weekday,2,Cloudy,34,48,44.4
Sector 8,5,Weekend,6,Clear,23,87,9.0
Power House,22,Weekend,6,Rain,23,84,31.5
Sector 1,21,Weekday,2,Cloudy,36,95,37.3
Sector 7,12,Weekend,5,Cloudy,32,36,35.3
Kohka,18,Weekend,5,Clear,40,88,56.2
Sector 2,0,Weekday,2,Rain,40,42,10.6
Sector 4,1,Weekend,5,Cloudy,34,42,3.6
Supela,11,Weekday,2,Clear,27,64,59.8
Nehru Nagar,18,Weekday,1,Cloudy,24,45,71.1
Civic Center,19,Weekend,5,Clear,30,67,89.8
Sector 9,17,Weekday,0,Fog,20,31,47.5
Sector 4,23,Weekday,4,Clear,31,48,10.3
Sector 9,16,Weekday,3,Fog,20,76,28.9
Smriti Nagar,4,Weekday,3,Thunderstorm,37,70,7.0
Kohka,0,Weekday,4,Cloudy,25,51,5.5
Padmanabhpur,2,Weekday,0,Cloudy,31,66,5.3
Sector 2,14,Weekday,2,Cloudy,36,95,32.8
Civic Center,4,Weekday,4,Cloudy,25,51,6.9
Sector 9,3,Weekend,6,Thunderstorm,35,59,3.9
Sector 9,11,Weekend,6,Cloudy,41,89,28.7
Sector 4,4,Weekday,3,Rain,39,85,4.1
Sector 7,17,Weekday,0,Fog,20,31,48.7
Junwani,3,Weekday,3,Cloudy,31,64,3.2
Supela,1,Weekday,3,Rain,35,36,11.4
Sector 2,11,Weekday,3,Cloudy,25,85,36.6
Padmanabhpur,19,Weekend,6,Clear,33,61,60.3
Sector 6,11,Weekday,0,Clear,32,74,33.0
Civic Center,5,Weekday,0,Clear,42,59,16.7
Nehru Nagar,21,Weekday,2,Thunderstorm,22,70,54.2
Civic Center,17,Weekday,4,Cloudy,22,79,89.0
Bhilai 3,15,Weekday,2,Thunderstorm,40,80,69.1
Durg Station,0,Weekend,5,Cloudy,34,42,8.4
Sector 5,11,Weekday,4,Clear,27,52,24.4
Sector 5,20,Weekday,3,Rain,31,46,37.2
Sector 9,21,Weekday,1,Cloudy,23,49,29.0
Sector 4,14,Weekend,5,Rain,24,59,31.4
Smriti Nagar,0,Weekday,0,Thunderstorm,40,43,10.8
Sector 4,9,Weekday,0,Heavy Rain,25,70,57.7
Sector 6,3,Weekday,3,Cloudy,25,85,3.2
Sector 8,23,Weekday,1,Cloudy,24,45,12.3
Sector 7,11,Weekday,2,Clear,27,64,39.7
Supela,0,Weekend,6,Thunderstorm,35,59,13.0
Nehru Nagar,4,Weekday,2,Rain,42,93,6.9
Civic Center,8,Weekday,2,Cloudy,36,95,64.3
Supela,17,Weekday,4,Cloudy,25,51,92.8
Junwani,0,Weekend,5,Fog,20,95,4.5
Nehru Nagar,12,Weekday,0,Clear,42,59,47.2
Sector 10,5,Weekday,1,Cloudy,24,45,7.0
Supela,11,Weekend,6,Clear,23,87,35.7
Junwani,1,Weekday,3,Rain,36,69,6.6
Sector 10,1,Weekend,5,Fog,20,95,2.5
Supela,11,Weekend,6,Clear,32,36,45.2
Sector 5,18,Weekend,5,Fog,15,76,50.8
Padmanabhpur,21,Weekday,0,Cloudy,23,45,26.7
Nehru Nagar,23,Weekday,3,Rain,36,69,21.2
Sector 1,20,Weekend,6,Rain,21,85,75.7
Sector 1,5,Weekend,5,Fog,15,76,9.7
Junwani,20,Weekday,2,Rain,42,93,50.4
Sector 3,3,Weekday,3,Heavy Rain,35,36,4.6
Sector 3,6,Weekend,6,Thunderstorm,35,59,33.3
Bhilai 3,12,Weekday,4,Clear,38,35,41.4
Sector 5,7,Weekday,1,Cloudy,32,44,34.5
Sector 1,9,Weekday,2,Clear,27,64,63.7
Sector 5,12,Weekend,6,Fog,19,52,21.8
Padmanabhpur,22,Weekday,1,Clear,34,91,22.4
Sector 2,1,Weekend,6,Fog,15,68,4.5
Sector 3,11,Weekday,4,Cloudy,25,51,36.7
Durg Station,17,Weekday,2,Cloudy,40,42,86.3
Sector 3,16,Weekday,3,Rain,36,69,44.7
Kohka,6,Weekday,4,Fog,13,63,17.9
Sector 6,22,Weekday,1,Thunderstorm,28,43,29.7
Durg Station,5,Weekday,2,Clear,21,66,11.6
Sector 8,14,Weekday,0,Thunderstorm,40,43,42.0
Sector 4,5,Weekday,1,Rain,28,43,9.5
Sector 6,2,Weekend,5,Thunderstorm,37,81,4.7
Durg Station,2,Weekday,3,Cloudy,31,64,6.7
Sector 9,9,Weekend,6,Rain,21,31,53.5
Sector 1,11,Weekend,5,Cloudy,34,42,38.8
Sector 7,8,Weekday,2,Clear,36,47,68.2
Smriti Nagar,9,Weekday,2,Rain,40,42,61.9
Durg Station,21,Weekday,3,Fog,20,76,40.4
